natcode,Incid 1,Incid 2,Incid 3,Incid 4,Incid 5,Incid 6,Incid 7,Incid 8,Incid 9,Incid 10,Incid 11,Incid 12,Incid 13,Incid 14,Incid 15,Incid 16,Incid 17,Incid 18,Incid 19,Incid 20,Incid 21,Incid 22,Incid 23,Incid 24,Incid 25,Incid 26,Incid 27,Incid 28,Incid 29,Incid 30,Incid 31
1213,1.536323339,1.536323339,1.536323339,1.572051789,1.607780238,1.572051789,1.822150937,2.286620783,2.536719932,2.679633731,2.75109063,2.894004429,3.251288926,3.215560477,3.572844975,3.572844975,4.001586371,4.21595707,4.966254514,5.287810562,5.43072436,4.965276867,5.32249103,5.465376695,5.786869441,5.858312274,5.894033691,5.893801642,5.858081632,5.608041562,5.572321552
1017,4.895012835,4.514817663,4.56234206,4.633628655,4.669271952,4.704915249,4.633628655,4.514817663,4.597985357,4.69303415,4.41976887,4.764320745,4.883131736,4.633628655,5.203921412,5.22768361,5.264429925,5.240662748,5.276313514,5.21689557,5.157477625,5.322453609,5.251170749,5.263051226,5.274931702,5.39373647,5.4293779,5.413527731,5.449143044,5.532245444,5.472886587
2130,0.457533158,0.457533158,0.457533158,0.457533158,0.457533158,0.457533158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457764003,0.457764003,0.458457935,0.458457935,0.458457935,0.916915869,0.916915869,0.916915869,0.918307948,0.918307948,0.918307948,0.918307948
2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.214698745,2.214698745,2.214698745
2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5576449,0.5576449,0.5576449
2577,0,0,0,0,0,0,0,0,0,0,0,0.616783312,0.616783312,0.616783312,0.616783312,0.616783312,0.617623045,0.617623045,0.617623045,0.617623045,0.617623045,0.618043769,0.618043769,0.618043769,0.618043769,0.618043769,0.618043769,0.618043769,0,0,0
2988,2.366427368,2.839712841,2.839712841,2.366427368,1.893141894,1.893141894,1.419856421,1.893141894,1.419856421,0.946570947,0.946570947,0.946570947,0.946570947,0.946570947,1.419856421,1.419856421,0.9480546,0.9480546,0.9480546,1.422081901,1.896109201,1.418376633,1.418376633,1.891168843,1.891168843,1.891168843,1.891168843,1.89018386,1.89018386,1.89018386,2.362729825
3039,0.793951654,0.59546374,0.59546374,0.59546374,0.59546374,0.59546374,0.59546374,0.396975827,0.396975827,0.396975827,0.198487914,0.198487914,0.198487914,0,0.198487914,0.198487914,0.198618269,0.198618269,0.198618269,0.198618269,0.198618269,0.198705267,0.198705267,0.198705267,0.198705267,0.198705267,0.198705267,0.199010365,0.199010365,0.199010365,0.199010365
1348,1.135365769,1.04802994,1.04802994,1.04802994,1.135365769,1.091697855,1.222701596,1.04802994,1.04802994,1.135365769,1.135365769,1.266369511,1.441041168,1.397373253,1.659380739,1.921388224,2.185604772,2.57901363,2.535301535,2.447877344,2.666437821,2.53395862,2.446580737,2.665025445,2.752403329,2.79609227,2.883470153,3.145603804,3.407737454,3.276670629,3.276670629
3397,0.989409218,0.989409218,0.989409218,1.978818436,1.978818436,1.978818436,1.978818436,1.978818436,1.978818436,1.978818436,1.978818436,0.989409218,0.989409218,0.989409218,0.989409218,0.989409218,0.989409218,0.989409218,0,0,0,0,0,0,0.99483361,1.989667221,2.984500831,3.983702536,3.983702536,3.983702536,3.983702536
9026,0.3986328,0.3986328,0.3986328,0.3986328,0.3986328,0.3986328,0.3986328,0.3986328,0.3986328,0,0,0,0,0,0,0.7972656,0.798317865,0.798317865,0.798317865,0.798317865,0.798317865,0.797616046,0.797616046,0.797616046,0.797616046,0.797616046,0.797616046,1.997552296,1.997552296,1.997552296,1.997552296
3459,0,0,0,0,0,0,0,0,0,0,0,0.637140627,0.637140627,0.637140627,1.911421881,1.911421881,2.548562508,2.548562508,2.548562508,2.548562508,2.548562508,2.552146984,2.552146984,2.552146984,2.552146984,2.552146984,2.552146984,2.557542644,1.918156983,1.918156983,1.918156983
4106,0.45206191,0.45206191,0.45206191,0.45206191,0.45206191,0.45206191,0.45206191,0.45206191,0.45206191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354835619,1.354835619,1.354835619,1.353488194,1.353488194,1.353488194,2.255813656
3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,1.111191981,1.111191981,1.111191981,0.55559599,0.55559599,0.55559599,0.55559599,0.55559599,0.55559599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55559599,0.55559599,0.55559599,0.55559599,0.55559599,0.55559599,0.55559599
3841,0,0,0,0,0,0,3.323400193,3.323400193,3.323400193,3.323400193,3.323400193,3.323400193,3.323400193,3.323400193,3.323400193,3.323400193,3.360326862,3.360326862,3.360326862,3.360326862,3.360326862,3.372818783,3.372818783,3.372818783,0,0,0,0,0,0,0
3958,0,0,0,0,0,0,0.295341228,0.295341228,0.295341228,0.590682457,0.590682457,0.590682457,0.590682457,0.590682457,0.886023684,0.886023684,0.885735359,0.885735359,0.885735359,0.885735359,0.885735359,0.886889788,0.886889788,0.886889788,0.591259858,0.591259858,0.591259858,0.29562993,0.29562993,0.29562993,0.29562993
1071,2.225109142,1.9469705,1.9469705,1.390693214,1.390693214,1.390693214,2.503247785,2.503247785,2.503247785,2.503247785,2.503247785,3.05952507,3.05952507,3.337663714,3.893940999,4.450218284,5.00649557,5.562772856,6.119050141,6.119050141,6.119050141,6.115300723,6.115300723,6.115300723,4.16952322,5.003427864,5.003427864,5.001895421,4.724012342,4.446129263,4.168246184
4008,0,0,0.793777999,0.793777999,0.793777999,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,2.381333997,1.587555997,1.587555997,1.587555997,0,1.583400092,1.583400092,0,0,0,0,0.792391487,0.792391487,2.377174461,2.377174461
4188,2.544988086,2.544988086,2.544988086,2.544988086,2.544988086,2.544988086,2.969152768,2.544988086,2.969152768,2.969152768,2.544988086,2.120823405,2.120823405,2.120823405,2.120823405,2.120823405,2.124796845,1.699837476,1.699837476,1.699837476,1.699837476,1.701431323,1.701431323,1.701431323,0.850715661,0.425357831,0,0,0,0,0
4142,2.265954678,2.265954678,3.172336549,3.172336549,3.172336549,3.625527483,3.625527483,3.172336549,2.265954678,2.719145613,2.719145613,2.719145613,2.719145613,2.719145613,2.719145613,2.265954678,2.719145613,1.812763742,2.719145613,2.719145613,2.265954678,2.720504506,2.720504506,2.267087089,2.720504506,2.720504506,2.720504506,2.268220632,2.268220632,2.721864758,2.721864758
9019,1.419856421,0.70992821,0.70992821,0.70992821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,1.159473806,1.159473806,1.159473806,1.159473806,0.869605354,0.869605354,0.869605354,1.159473806,1.159473806,1.159473806,0.869605354,0.869605354,0.869605354,0.289868451,0.579736903,0.579736903,0.579736903,0.579736903,0.579736903,0.579736903,0.579736903,0.579922181,0.579922181,0.579922181,0.869883272,0.869883272,0.869883272,0.870161368,0.870161368,1.740322736,1.450268946
4268,3.554508336,3.554508336,4.44313542,5.331762504,5.331762504,5.331762504,6.220389588,6.220389588,7.109016672,7.109016672,7.109016672,7.109016672,7.109016672,7.109016672,7.109016672,7.997643756,8.005484583,7.115986296,7.115986296,7.115986296,7.115986296,7.115986296,7.115986296,7.115986296,7.115986296,7.115986296,7.115986296,4.451855999,4.451855999,4.451855999,3.5614848
4302,0,0,0,0,0,0,0,0,0.606881774,0.606881774,0.606881774,0.606881774,0.606881774,0.606881774,1.213763549,1.213763549,1.213763549,1.213763549,1.213763549,1.213763549,1.820645323,1.210524687,1.210524687,1.81578703,1.81578703,1.81578703,1.210524687,1.211332781,1.211332781,1.211332781,1.211332781
4366,1.01350341,1.01350341,0.810802728,1.216204092,1.216204092,1.216204092,1.418904774,1.418904774,1.621605456,1.621605456,1.621605456,1.621605456,1.621605456,1.621605456,2.02700682,2.635108867,2.637465851,3.448993805,3.448993805,3.448993805,3.651875794,3.444372554,3.444372554,3.849592855,4.052203005,4.862643606,4.862643606,5.062992482,5.062992482,5.062992482,5.265512181
4482,0.843596702,0.843596702,0.843596702,0.42179835,0.42179835,0.843596702,0.843596702,0.843596702,1.265395052,1.265395052,1.265395052,1.265395052,2.108991754,2.108991754,2.108991754,2.952588456,2.953961753,2.953961753,2.953961753,3.797950826,3.797950826,2.94984569,3.792658743,4.635471797,4.635471797,5.056878324,4.635471797,4.635471797,4.635471797,4.21406527,5.056878324
4525,1.188327771,1.188327771,0.594163885,0.594163885,0.594163885,0.594163885,0.594163885,0.594163885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,0,0,0,0,0,0,0,0,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,2.360680623,0,0,0,0.786211658,0.786211658
4767,0,0.466712064,0.466712064,0.466712064,0.466712064,0.466712064,0.466712064,0.466712064,0.466712064,0.466712064,0.933424128,0.933424128,0.933424128,0.933424128,0.933424128,0.933424128,0.467192715,0.467192715,0.467192715,0.467192715,0.467192715,0.466712064,0.466712064,0.466712064,0.466712064,0.466712064,0.466712064,0.466952266,0,0,0
4927,1.417839293,1.288944811,1.675628255,1.675628255,1.546733774,1.546733774,1.546733774,1.546733774,1.546733774,1.546733774,1.546733774,1.804522736,1.675628255,1.546733774,1.675628255,1.417839293,1.420058449,1.032769781,1.549154672,1.549154672,1.678250895,1.547613225,1.547613225,1.676580993,2.192452068,2.063484299,2.063484299,2.581189908,2.839308899,2.839308899,2.968368394
4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602982778,1.602982778,1.602982778,1.602982778,1.600155648,1.600155648,1.600155648,1.600155648,1.600155648,1.600155648,1.600155648,1.600155648,1.600155648,1.600155648
5103,0.341149935,0.511724902,0.511724902,0.341149935,0.341149935,0.341149935,0.341149935,0.341149935,0.341149935,0.341149935,0.341149935,0.341149935,0.852874838,1.023449806,1.364599741,1.364599741,1.194249298,1.194249298,1.194249298,1.194249298,1.194249298,1.193575976,1.193575976,1.193575976,1.193575976,1.36408683,1.36408683,1.36408683,1.36408683,0.852554269,0.852554269
5167,2.242063228,2.242063228,2.242063228,2.242063228,2.242063228,2.242063228,2.242063228,1.494708818,1.494708818,1.494708818,1.494708818,1.494708818,0.747354409,1.494708818,1.494708818,1.494708818,1.499650005,1.499650005,1.499650005,1.499650005,1.499650005,1.50089041,1.50089041,1.50089041,1.50089041,1.50089041,1.50089041,4.51013216,4.51013216,5.261820853,4.51013216
5210,1.749495281,1.049697169,1.049697169,1.049697169,1.399596225,1.049697169,1.049697169,0.699798112,1.049697169,1.049697169,1.049697169,1.399596225,1.399596225,1.049697169,1.049697169,1.399596225,1.751521724,1.751521724,2.452130413,2.802434758,2.802434758,1.750170241,2.100204289,2.100204289,2.100204289,2.450238337,2.800272385,2.800272385,3.850374529,3.850374529,3.850374529
5309,2.807855328,2.807855328,3.158837243,3.158837243,3.860801076,4.913746823,4.913746823,5.615710656,5.966692571,5.615710656,5.615710656,5.264728739,5.264728739,4.913746823,5.615710656,4.211782991,4.211782991,4.211782991,4.913746823,4.211782991,3.860801076,4.921362084,4.218310358,3.866784495,4.218310358,3.515258632,3.163732768,3.168643491,3.168643491,2.816571992,2.464500493
5336,0.308811522,0.308811522,0.308811522,0.308811522,0.308811522,0.308811522,0.617623045,0.308811522,0.308811522,0.308811522,0.617623045,0.617623045,0.617623045,0.617623045,0.617623045,0.617623045,0.617623045,0.617623045,0.617623045,0.617623045,0.926434567,0.617412898,0.617412898,0.926119346,0.617412898,0.617412898,0.926119346,0.926434567,1.235246089,1.235246089,1.544057612
5577,0.976628905,0.651085937,1.302171874,1.302171874,1.302171874,1.302171874,1.302171874,0.651085937,0.651085937,0.651085937,0.651085937,0.651085937,0.976628905,0.976628905,1.302171874,1.302171874,1.303107006,0.651553503,0.651553503,0.651553503,0.651553503,0.651085937,0.651085937,0.651085937,1.302171874,1.302171874,2.929886715,3.912130447,3.912130447,3.586119576,3.586119576
5700,6.708231074,6.708231074,6.987740702,7.26725033,7.26725033,8.105779214,7.826269586,8.66479847,8.66479847,7.826269586,7.826269586,7.546759958,6.987740702,5.310682933,5.310682933,4.192644421,4.47077673,4.750200276,4.750200276,4.750200276,3.911929639,4.756059296,4.756059296,3.916754714,3.916754714,2.797681939,1.958377357,1.678091713,1.39840976,1.118727809,1.118727809
5755,1.373292007,1.831056009,1.831056009,1.373292007,1.373292007,1.373292007,1.373292007,1.831056009,2.288820012,2.288820012,2.288820012,2.288820012,3.204348017,3.204348017,3.662112019,2.746584014,2.289975398,2.747970478,3.663960637,3.663960637,3.663960637,4.579950796,4.579950796,4.579950796,4.579950796,4.121955716,3.663960637,4.577640024,4.119876021,4.577640024,4.577640024
5826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,0.99811689,0.99811689,0.99811689,0.99811689,0.99811689,1.497175335,1.497175335,1.497175335,1.996233779,2.495292225,1.996233779,1.996233779,2.495292225,1.996233779,2.495292225,2.994350669,3.497256481,4.496472619,5.495688755,5.495688755,5.495688755,5.489642894,5.489642894,5.489642894,5.489642894,6.986818228,6.487759784,5.991997266,5.492664161,5.492664161,4.993331055
6119,1.634753609,1.634753609,1.634753609,1.634753609,1.634753609,1.634753609,1.634753609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0.862605298,0.862605298,1.035126358,0.862605298,0.690084239,1.035126358,1.207647418,1.725210597,2.070252716,2.242773776,2.587815895,2.587815895,2.587815895,2.587815895,2.932858014,3.105379074,3.453047584,3.453047584,3.625699964,3.625699964,3.280395205,3.625010142,3.625010142,3.279771081,3.10715155,2.761912489,2.416673428,1.899176171,2.07182855,2.07182855,2.244480929
2915,0.237572205,0.237572205,0.237572205,0.237572205,0.475144411,0.475144411,0.237572205,0.237572205,0.475144411,0.475144411,0.475144411,0.475144411,0.475144411,0.950288822,1.187861027,1.187861027,1.187861027,1.187861027,1.187861027,0.950288822,0.950288822,1.189730203,0.951784162,0.951784162,1.189730203,1.189730203,0.951784162,1.190666998,1.190666998,1.190666998,1.190666998
1455,0.617707144,0.494165715,0.494165715,0.494165715,0.370624286,0.370624286,0.370624286,0.370624286,0.247082858,0.247082858,0.247082858,0.247082858,0.247082858,0.123541428,0.864790001,1.111872859,1.359881561,1.483507158,1.978009544,1.978009544,1.978009544,1.978818436,1.978818436,1.978818436,1.978818436,2.22617074,2.473523044,2.601454575,2.601454575,2.601454575,2.725333365
1696,1.128950658,1.164230367,1.234789782,1.234789782,1.305349199,1.305349199,1.340628907,1.446468032,1.411188323,1.446468032,1.446468032,1.446468032,1.446468032,1.375908615,1.481747739,1.728705696,1.764877553,1.729580003,1.835472656,1.906067758,2.011960411,1.835401251,1.905993606,2.082474496,2.329547741,2.400140097,2.470732452,2.4713093,2.577222555,2.612526974,2.753744648
1794,1.232904935,1.297794669,1.557353602,1.687133069,1.492463869,1.687133069,2.011581736,2.206250936,2.66047907,2.790258537,2.595589337,2.725368803,3.309376405,3.244486672,3.568935339,3.893384005,4.28456101,4.28456101,4.414396192,4.86881933,4.933736921,4.737628216,4.867426249,4.867426249,5.776012482,6.035608548,5.970709532,6.034745208,5.904965742,5.775186275,5.775186275
8096,2.247617472,1.87301456,1.87301456,1.87301456,1.87301456,1.997882197,1.748146923,1.997882197,1.997882197,2.247617472,2.122749834,1.748146923,1.748146923,1.748146923,1.748146923,1.748146923,1.874562505,1.874562505,1.999533339,1.999533339,1.874562505,2.126261414,2.001187213,1.876113012,1.876113012,1.50089041,1.375816209,1.12753304,1.002251591,1.378095937,1.378095937
1936,0.457187328,0.457187328,0.457187328,0.685780993,0.685780993,0.57148416,0.57148416,0.457187328,0.457187328,0.457187328,0.457187328,0.457187328,0.457187328,0.342890496,0.342890496,0.342890496,0.456669563,0.456669563,0.228334781,0.342502172,0.342502172,0.342674652,0.342674652,0.342674652,0.342674652,0.456899536,0.456899536,0.571772279,0.571772279,0.571772279,0.571772279
6217,2.026893612,2.280255312,2.786978716,2.786978716,2.786978716,2.280255312,2.786978716,4.053787222,4.053787222,3.800425521,3.54706382,3.54706382,3.54706382,3.293702118,4.307148924,4.053787222,4.052655512,3.799364542,3.799364542,3.292782603,3.292782603,3.800425521,3.293702118,3.293702118,2.786978716,1.520170208,2.280255312,3.041189674,3.801487092,3.801487092,3.801487092
6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6397,5.384500016,5.384500016,4.038375013,4.038375013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.360252253,1.360252253,0,1.356185729,1.356185729,1.356185729,1.356185729,1.356185729,1.358215947,1.358215947,1.358215947,1.358215947
6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6547,2.10997268,2.10997268,2.10997268,2.10997268,2.10997268,2.10997268,2.813296908,2.813296908,2.813296908,2.813296908,2.10997268,2.10997268,2.813296908,2.813296908,2.813296908,3.516621134,4.219945362,4.219945362,4.219945362,4.219945362,4.219945362,4.21667662,4.21667662,4.21667662,3.513897183,3.513897183,3.513897183,3.513897183,2.811117747,2.10833831,2.10833831
6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6592,0.906381871,1.812763742,1.812763742,1.812763742,1.812763742,1.812763742,1.812763742,0.906381871,0.906381871,0.906381871,0.906381871,0.906381871,0.906381871,0.906381871,0.906381871,0.906381871,8.165594275,9.072882527,10.88745903,10.88745903,11.79474729,10.88745903,11.79474729,11.79474729,11.79474729,14.51661204,17.2384768,19.05305331,19.05305331,19.05305331,19.05305331
6930,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0.560054477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561093539,0.561788391,0.561788391,0.561788391,0.561788391
6761,0,0,0,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330644407,0.330523954,0.330523954,0,0,0,0,0,0,0,0.660807176,0.660807176,0.661047907,0.661047907,0.661047907,0.661047907
6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634467309,0.634467309,0.634023937,0.634023937,0.634023937,0.634023937,1.268047872,0.633581182,0.633581182,1.267162364,1.900743546,2.534324728,4.435068274,5.702230639,6.33581182,6.33581182,6.33581182
7044,0.763068337,1.144602506,1.526136674,1.907670843,2.289205012,2.67073918,2.67073918,3.052273348,3.052273348,3.052273348,3.052273348,3.052273348,2.67073918,2.67073918,3.052273348,3.052273348,2.679754333,2.296932286,2.296932286,1.914110238,1.148466143,2.295963524,1.913302937,1.147981763,1.147981763,1.147981763,1.147981763,1.147981763,1.147981763,1.147981763,1.53064235
7099,0.696040086,1.04406013,1.04406013,1.04406013,1.04406013,1.04406013,1.740100216,1.392080173,1.392080173,1.740100216,1.740100216,1.740100216,1.740100216,1.740100216,2.436140302,2.088120259,1.740767945,1.740767945,2.088921533,2.088921533,2.437075122,2.088921533,2.088921533,2.437075122,1.740767945,1.740767945,2.088921533,1.744114288,1.744114288,1.744114288,1.744114288
7197,1.194586245,1.194586245,1.194586245,1.194586245,1.194586245,1.194586245,0.895939684,0.597293122,0.298646561,0.298646561,0.298646561,1.194586245,0.895939684,0.895939684,0.895939684,1.493232806,1.794833339,1.794833339,1.794833339,1.794833339,1.794833339,1.794833339,1.794833339,1.794833339,1.794833339,1.794833339,1.794833339,1.495201471,1.794241765,1.794241765,1.794241765
1874,0.97408248,1.11323712,0.83492784,1.11323712,1.11323712,1.11323712,0.97408248,1.11323712,1.11323712,1.11323712,1.11323712,1.53070104,1.3915464,1.3915464,1.80901032,1.80901032,1.670111832,1.670111832,1.530935846,1.39175986,1.530935846,1.533052347,1.533052347,1.533052347,1.951157532,2.369262718,2.369262718,2.229551842,2.090204852,1.950857861,1.950857861
7810,0,0,0,0,0,0,0,0,0,0,0,0.584592946,0.584592946,0.584592946,0.584592946,0.584592946,0.584592946,0.584592946,0.584592946,0.584592946,0.584592946,0.58496986,0.58496986,0.58496986,0.58496986,0.58496986,0.58496986,0,0,0.58496986,0.58496986
7348,2.674577131,2.840014892,2.950306733,2.922733773,2.757296012,2.757296012,2.840014892,2.757296012,2.757296012,2.591858251,2.426420491,2.398847531,2.34370161,2.23340977,2.564285291,2.509139371,2.536712331,2.371274571,2.536712331,2.536712331,2.398847531,2.536404,2.536404,2.426125566,2.481264783,2.453695174,2.453695174,2.424652016,2.369546288,2.369546288,2.645074927
7384,2.246689854,2.246689854,2.246689854,2.246689854,2.621138164,2.621138164,2.621138164,2.621138164,2.246689854,2.246689854,2.246689854,1.497793236,1.497793236,1.497793236,2.246689854,1.497793236,1.875337438,1.500269951,1.500269951,1.500269951,1.500269951,1.872241545,1.497793236,1.497793236,1.872241545,1.872241545,1.872241545,1.875337438,1.875337438,1.875337438,1.500269951
7446,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0.539731263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7865,2.077600762,3.116401143,3.739681372,5.401761981,6.856082514,8.310403048,10.18024374,10.38800381,10.59576388,10.18024374,10.18024374,11.63456427,12.25784449,12.05008442,12.25784449,13.50440495,12.87522812,12.87522812,11.21390837,10.59091346,9.552588609,11.22418457,10.60061876,9.561342407,7.690644983,7.690644983,7.898500253,7.905744922,6.24137757,5.825285732,5.617239813
7945,10.39276349,10.39276349,11.08561439,4.157105396,3.117829047,3.464254497,3.464254497,3.810679947,3.810679947,4.503530846,3.464254497,3.117829047,2.424978148,2.424978148,2.424978148,2.424978148,2.423127726,2.423127726,2.423127726,2.423127726,2.076966622,2.425904419,2.425904419,2.079346645,2.079346645,1.732788871,2.079346645,2.078552699,2.078552699,2.078552699,2.078552699
7767,0.739436229,0.739436229,0,0,0,0,0.369718115,0.369718115,0.369718115,0.369718115,0.369718115,0.369718115,0.369718115,0.739436229,0.739436229,1.109154344,1.108702549,1.108702549,1.847837582,1.847837582,2.956540131,1.853121431,1.853121431,2.96499429,4.447491435,4.818115721,4.818115721,5.20575227,5.577591718,5.20575227,5.949431165
8014,0.944763887,0.944763887,0.944763887,0.944763887,0.944763887,0.944763887,0.944763887,0.944763887,0.944763887,0.944763887,0.629842592,0.629842592,0.944763887,0.629842592,0.629842592,0.314921296,0.314049239,0.628098479,1.256196958,2.198344676,2.198344676,1.256196958,2.198344676,2.198344676,3.454541634,3.454541634,3.454541634,3.458132634,3.458132634,3.14375694,3.14375694
8158,2.570741861,3.121615118,3.488863955,4.039737211,3.856112792,4.039737211,4.774234886,4.590610467,5.141483723,5.692356979,5.325108142,4.957859304,5.692356979,5.325108142,5.692356979,6.059605816,5.696968976,5.696968976,6.248288554,6.248288554,6.248288554,6.244494047,6.244494047,6.244494047,5.877170868,6.060832457,5.326186099,4.967913775,4.599920162,4.599920162,4.231926549
8229,0.675065664,0.675065664,0.675065664,0.675065664,0.675065664,0.675065664,0.675065664,0.675065664,0.675065664,0,0,0,0,0,0,0,0,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878,0.676575878
8354,2.296932286,2.296932286,2.296932286,2.584048821,2.584048821,2.584048821,2.584048821,2.871165357,2.871165357,2.871165357,2.871165357,2.871165357,2.296932286,2.009815749,2.009815749,1.148466143,1.14992174,1.437402175,0.862441305,0.862441305,0.862441305,0.863535774,0.863535774,0.863535774,0.863535774,0.863535774,0.575690515,0.576238966,1.152477933,1.152477933,1.152477933
8425,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,1.178296432,1.178296432,1.178296432,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0.589148216,0,0,0,0
8826,0.494165715,0.494165715,0.494165715,0.494165715,0.494165715,0.494165715,0.494165715,0.65888762,0.65888762,0.494165715,0.32944381,0.65888762,0.65888762,0.494165715,0.823609525,0.98833143,1.153681702,1.318493374,1.318493374,1.318493374,1.318493374,1.318014531,1.318014531,1.318014531,1.318014531,1.318014531,1.647518164,1.64721905,1.64721905,1.811940955,1.482497145
9743,0.713838121,0.713838121,0.713838121,0.713838121,0.713838121,0.713838121,0.356919061,0.713838121,1.070757183,0.713838121,0.713838121,0.713838121,0.713838121,0.713838121,0.713838121,0.713838121,1.074137632,1.074137632,1.432183508,1.432183508,1.432183508,1.433314775,1.433314775,1.791643469,2.149972162,2.149972162,1.791643469,2.512269687,2.871165357,2.871165357,5.742330714
9798,0.262982102,0.262982102,0.788946306,0.788946306,1.051928409,1.051928409,1.051928409,1.051928409,0.788946306,0.788946306,0.788946306,1.051928409,1.051928409,1.051928409,1.051928409,1.314910511,1.577435386,1.314529488,1.314529488,1.05162359,1.05162359,1.314529488,1.05162359,1.05162359,1.05162359,1.05162359,1.05162359,1.05162359,1.05162359,1.05162359,1.05162359
9262,3.360097816,3.318869622,3.478628874,3.468321826,3.447707729,3.43740068,3.50955002,3.566238786,3.622927554,3.380711914,3.174570944,3.262180856,3.50955002,3.344637244,3.519857069,3.540471166,3.684351292,3.828633581,4.029598196,4.142962852,4.168727546,4.117011097,4.230370601,4.307661173,4.26128683,4.601365344,4.668350506,4.671062628,4.743162823,4.810113004,4.871913171
9832,0.600058368,0.600058368,0.600058368,0.600058368,0.600058368,0.600058368,1.200116737,1.200116737,1.200116737,1.200116737,0.600058368,2.400233473,2.400233473,2.400233473,2.400233473,2.400233473,2.40182198,2.40182198,2.40182198,2.40182198,2.40182198,2.405005309,2.405005309,2.405005309,1.803753982,1.803753982,3.006256636,1.200116737,1.200116737,1.200116737,1.200116737
9887,0.498236272,0.498236272,0.498236272,0.996472546,0.996472546,0.498236272,0.498236272,0.498236272,0.498236272,0.498236272,0.498236272,0.498236272,0.498236272,0.498236272,0.498236272,0.498236272,0.497962817,0.995925634,0.497962817,0.497962817,0.497962817,0.497962817,0.497962817,0.995925634,0.995925634,0.995925634,0.995925634,0.997020058,0.997020058,0.997020058,0.997020058
9930,0,0,0,0,0,0,0,0,0,0,0,0.359606917,0.359606917,0.719213835,0.719213835,0.719213835,0.719784413,0.719784413,1.799461032,2.159353239,2.159353239,1.798034587,2.157641505,2.157641505,2.157641505,2.157641505,2.157641505,2.156786655,2.156786655,2.516251097,2.156786655
10006,0.834671805,0.834671805,0.834671805,0.834671805,0.834671805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
